DocI	tf
26	1
27	2
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	4
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	2
60	6
61	1
62	1
63	1
64	1
65	1
66	3
67	1
68	1
69	1
70	1
71	3
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	2
80	3
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	2
98	1
99	1
101	1
102	1
103	1
104	2
105	1
106	1
107	1
108	1
109	1
110	1
111	2
112	2
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	2
124	1
126	1
127	2
128	1
129	1
130	1
18	1
36	1
48	1
49	2
58	1
60	1
63	1
68	1
80	2
89	1
112	1
93	1
107	1
74	1
49	1
120	1
56	1
87	1
27	1
21	1
70	1
78	1
4	1
2	1
70	1
85	2
106	1
121	1
18	1
11	2
14	4
50	1
30	1
22	1
20	2
23	1
24	1
40	1
73	2
71	1
23	1
2	1
3	1
4	2
5	1
6	1
7	1
8	2
9	1
10	2
11	1
12	1
13	1
14	2
16	1
17	1
18	3
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	2
28	1
30	2
31	2
32	1
33	2
34	2
35	1
36	1
37	2
38	2
39	1
40	2
42	1
43	1
44	2
45	3
46	1
47	2
48	1
49	3
50	1
52	2
53	2
54	2
55	1
56	2
57	1
58	2
60	1
61	1
62	1
63	1
64	1
65	2
66	1
67	2
68	1
69	2
70	2
71	1
72	1
73	1
74	5
75	1
76	1
77	1
78	1
79	3
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	2
94	1
95	2
96	2
97	2
98	1
99	1
101	1
102	1
103	1
104	1
105	2
106	1
107	2
108	1
109	1
110	1
111	1
112	2
113	1
114	1
115	1
116	1
117	3
118	1
119	2
120	1
121	1
122	2
124	4
126	2
127	1
128	1
129	1
130	1
4	2
14	3
19	1
30	1
31	4
37	1
38	1
47	1
48	4
49	7
50	1
54	1
55	2
56	1
58	5
63	1
68	2
78	1
79	1
81	2
83	2
84	1
87	3
88	1
89	2
90	1
92	1
94	1
99	1
103	2
107	3
108	1
109	1
111	1
119	1
121	1
124	2
129	1
44	1
49	1
57	1
43	1
57	1
58	1
73	1
80	1
122	1
42	1
116	1
42	1
96	1
108	1
118	1
120	1
46	1
92	1
113	1
5	2
21	2
40	1
48	1
114	1
119	2
18	1
48	1
93	1
99	1
111	1
115	1
124	1
18	1
46	4
62	1
3	1
117	1
39	1
50	1
113	1
97	1
13	1
21	1
111	1
5	1
11	1
16	1
18	1
79	1
110	1
114	1
28	1
67	1
10	1
31	2
32	1
49	1
60	1
80	1
87	1
114	1
47	1
97	1
16	1
26	1
40	1
61	1
97	1
23	1
27	1
81	1
106	1
6	1
48	1
115	1
14	1
34	1
57	1
40	1
104	1
20	1
20	1
55	1
79	1
120	1
60	1
77	2
28	1
38	1
26	1
35	1
117	1
48	1
119	1
13	1
65	1
66	1
120	1
129	1
72	1
106	1
130	1
75	1
6	1
8	1
11	1
18	3
26	1
27	1
28	1
30	1
36	1
39	1
45	2
50	1
52	1
55	2
58	1
61	1
68	1
70	3
71	1
72	1
73	1
74	1
79	2
80	5
85	1
102	2
103	1
104	1
111	1
113	1
114	1
122	2
124	2
13	1
19	1
47	1
49	2
49	1
37	1
49	1
80	4
81	1
28	3
35	1
40	5
58	5
60	1
79	1
80	2
31	1
8	1
11	1
25	1
32	1
50	1
96	1
119	1
121	1
124	1
4	1
6	2
9	1
18	2
24	2
25	1
27	1
28	1
32	1
33	1
36	2
40	1
49	2
52	1
57	3
58	1
61	2
74	1
79	1
83	1
85	1
103	1
109	1
111	1
113	1
117	1
124	3
16	1
18	1
22	3
23	1
48	4
55	1
81	2
84	2
109	1
50	1
60	1
55	5
74	1
21	1
60	1
61	3
62	1
107	1
108	1
79	4
95	1
58	1
74	1
92	1
108	1
119	1
130	1
3	1
75	1
76	1
119	1
124	1
127	1
2	1
4	1
38	1
44	1
49	1
60	1
70	1
79	1
80	2
82	1
114	1
119	1
120	1
129	1
44	1
10	3
32	1
2	1
6	1
7	1
9	1
18	2
19	1
20	1
26	2
27	1
28	1
30	1
31	1
33	2
35	1
36	2
39	1
43	1
44	1
49	2
50	3
57	1
58	1
61	4
63	1
64	1
69	1
70	2
71	1
72	1
73	2
75	1
76	1
84	1
85	1
88	1
90	1
94	1
96	1
111	1
115	2
117	1
128	1
65	1
66	1
7	1
20	2
21	1
64	1
124	1
74	1
127	1
16	20
17	1
80	1
47	1
120	1
5	1
21	1
42	1
44	1
55	1
60	1
80	1
43	3
127	1
3	1
5	1
6	1
14	1
19	1
20	1
21	2
25	1
33	1
34	1
40	1
44	2
45	1
47	2
48	1
50	1
52	1
58	1
60	1
61	1
62	1
63	1
64	2
70	2
73	1
74	1
77	1
79	1
80	1
84	1
85	1
87	1
88	1
95	1
103	1
109	1
113	1
114	1
130	1
77	1
34	1
109	1
121	1
99	1
42	1
53	1
79	1
128	1
13	2
77	2
120	1
124	1
4	1
16	1
110	3
111	1
4	1
10	1
35	1
44	1
102	11
121	2
72	1
14	2
28	2
30	2
49	1
57	1
75	2
96	1
97	1
121	1
126	1
27	1
45	1
53	1
55	1
63	1
66	2
83	1
107	1
105	1
38	1
36	1
38	3
90	1
95	1
116	1
4	2
7	5
8	7
16	8
36	1
44	3
50	1
58	1
83	1
113	1
40	1
6	1
83	1
129	1
49	1
102	1
14	2
121	1
6	1
22	1
55	1
57	2
77	1
93	4
23	2
24	1
74	1
109	1
2	1
11	1
24	1
38	1
43	1
64	1
99	1
40	1
52	1
72	3
73	1
87	1
2	1
25	1
57	1
74	1
85	1
113	1
114	1
120	1
58	2
65	1
5	1
10	1
13	1
21	3
37	1
42	3
110	2
24	1
27	1
23	1
44	1
96	1
120	1
58	1
97	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	3
11	1
12	2
13	1
14	1
16	2
17	1
18	1
19	1
20	1
21	2
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	2
42	2
43	1
44	1
45	1
46	1
47	1
48	1
49	3
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	2
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	2
71	1
72	1
73	1
74	2
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	2
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	3
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	2
130	1
57	1
2	1
12	1
38	1
86	1
121	2
21	1
101	2
116	1
35	1
115	1
129	3
120	1
3	3
6	1
21	1
28	2
40	1
44	1
47	1
48	1
49	1
53	1
55	1
58	2
75	2
77	1
80	5
81	1
87	1
102	1
112	1
119	1
127	2
95	1
61	1
62	1
71	1
38	1
56	1
106	1
124	1
12	2
94	1
20	1
107	1
50	1
76	2
97	1
3	1
4	1
5	1
14	3
18	1
24	1
38	1
48	1
55	1
60	2
66	1
74	1
75	1
85	1
113	1
115	1
119	1
120	1
121	1
129	1
112	4
63	2
84	1
87	1
12	1
14	1
60	1
64	1
65	4
66	7
78	1
82	1
97	1
102	1
103	1
4	1
6	1
21	1
24	1
27	1
30	1
38	1
55	1
58	1
60	1
63	1
67	1
77	1
79	1
87	1
95	1
110	1
126	1
127	3
130	1
5	1
30	2
53	1
77	1
81	1
109	1
124	1
128	1
121	1
111	1
119	1
13	2
50	1
58	1
60	2
74	1
104	8
116	1
56	1
30	1
6	1
44	1
56	1
58	1
85	1
86	2
113	1
110	1
113	1
6	1
60	1
80	1
85	1
105	1
49	6
80	1
69	6
74	7
75	7
21	1
21	1
130	1
26	1
40	2
55	2
76	1
127	1
38	2
27	1
43	1
48	2
74	1
83	1
26	1
47	1
68	1
77	1
93	1
2	1
96	1
103	1
104	1
119	1
127	1
49	1
60	1
87	1
126	1
107	3
113	2
22	1
52	1
55	1
10	2
79	1
113	2
119	1
124	1
53	1
16	1
4	3
5	1
37	1
54	1
81	1
124	1
28	1
2	1
19	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
95	1
55	1
83	1
96	1
23	1
24	5
31	1
60	1
114	2
24	1
19	2
4	1
110	1
67	1
4	3
7	2
11	1
13	1
18	2
22	1
27	1
37	1
38	4
40	2
55	1
60	7
68	2
69	1
70	1
71	4
74	2
75	2
84	2
85	1
101	1
107	1
110	1
111	1
113	1
115	1
116	1
117	1
119	1
124	1
28	1
63	1
74	1
81	1
89	1
110	1
119	1
124	1
28	1
63	1
101	2
20	1
116	1
7	1
30	1
64	1
63	1
70	1
4	1
14	1
18	1
20	1
28	1
40	1
74	2
83	1
110	1
111	2
114	1
115	1
116	1
129	1
81	4
58	1
81	2
83	1
87	1
89	1
94	1
50	1
120	1
13	1
18	1
21	2
67	1
70	1
71	1
81	1
88	2
97	1
101	1
105	1
113	1
127	1
60	1
61	2
35	1
106	1
89	1
122	1
85	1
56	1
112	3
65	1
63	1
64	3
70	1
121	1
4	1
79	1
7	5
8	3
2	1
6	2
8	1
18	2
19	1
21	1
28	1
32	1
40	1
49	1
54	1
57	1
61	1
64	1
79	1
80	1
86	1
99	1
104	1
109	1
110	1
113	1
117	1
119	1
57	2
80	1
87	1
88	1
115	1
74	1
84	2
16	1
60	1
16	1
121	1
87	1
16	3
18	1
20	2
21	1
40	1
44	3
55	1
70	1
78	2
81	2
110	1
112	1
106	1
16	2
55	1
37	1
60	6
70	1
60	1
89	1
87	1
2	1
50	1
72	1
102	1
129	2
130	1
112	1
97	2
13	1
65	1
80	1
70	1
4	1
38	1
75	1
78	1
101	1
2	1
96	1
124	1
53	1
4	3
6	1
7	2
8	2
14	1
21	1
23	1
24	1
26	3
33	1
35	1
36	1
38	4
40	1
44	2
46	1
47	1
49	6
53	1
54	1
55	2
57	1
58	1
60	1
65	1
67	1
70	1
77	1
81	1
90	2
98	4
101	1
105	1
109	1
111	1
113	1
114	1
115	1
116	1
119	2
120	1
127	3
129	1
93	1
7	1
104	1
50	2
64	1
107	1
49	1
2	1
33	1
74	1
75	1
81	1
87	1
103	1
50	3
55	1
81	1
83	1
87	1
89	1
90	1
96	1
111	1
12	1
14	1
34	1
38	1
56	1
64	1
37	1
60	2
105	1
106	1
109	1
6	2
7	3
8	1
12	3
20	1
27	1
30	1
31	3
33	1
38	1
39	3
40	2
49	1
56	1
57	1
60	1
61	3
63	1
64	1
65	1
68	1
71	1
72	2
75	1
76	1
79	1
82	1
84	1
86	1
87	2
112	1
115	1
119	1
122	1
127	1
128	1
130	3
96	1
63	2
64	1
70	1
126	1
4	1
6	3
14	1
18	1
19	1
20	1
21	1
27	1
28	1
34	1
45	1
46	1
50	2
60	1
62	1
69	1
74	1
75	1
76	1
81	1
84	1
85	1
92	1
96	2
97	3
98	1
111	1
115	1
129	1
28	1
58	2
93	1
96	1
16	1
34	1
93	1
108	1
2	1
16	1
22	1
27	1
28	2
34	1
38	1
39	1
43	1
49	1
50	1
58	1
61	1
63	1
64	1
70	4
73	1
75	1
77	1
82	1
87	1
96	1
98	1
101	1
103	1
105	1
109	1
70	1
70	2
44	1
2	1
10	1
14	1
20	1
30	1
34	1
35	1
40	1
45	1
60	1
68	1
79	1
80	1
95	1
98	1
102	1
104	1
107	1
119	2
120	1
129	1
97	1
53	1
38	1
50	1
4	1
114	1
31	1
89	1
92	4
116	1
27	1
45	1
47	2
52	1
74	1
77	3
102	2
111	1
49	1
5	1
60	1
66	2
90	1
102	1
105	2
113	1
124	1
2	1
58	1
80	2
106	1
115	1
128	1
28	1
73	2
119	1
9	1
26	1
38	1
79	1
56	1
112	1
67	1
120	1
16	2
31	3
69	1
79	1
80	2
121	1
124	1
4	1
7	1
10	1
26	2
28	1
30	1
35	1
48	2
49	1
50	1
58	2
61	1
68	1
74	1
75	1
81	1
84	1
110	1
113	1
115	1
124	1
12	1
13	1
60	1
16	1
54	1
70	1
81	1
6	1
55	1
113	1
121	1
63	1
47	1
58	1
26	1
42	1
4	1
35	1
50	1
84	1
109	1
113	1
18	2
19	2
48	1
14	1
80	1
12	1
80	1
30	1
69	1
90	1
92	1
7	1
62	1
99	1
5	2
88	1
64	1
30	1
16	3
5	2
8	1
10	1
11	1
14	1
16	2
20	1
24	1
25	2
26	1
27	2
31	1
32	1
34	1
35	1
36	1
38	5
46	1
47	1
48	1
53	1
60	7
62	2
63	1
64	1
67	1
68	2
70	1
71	1
72	2
74	4
76	1
78	1
79	1
81	1
89	1
92	1
95	1
103	1
105	1
109	1
110	2
111	1
115	1
116	3
118	1
119	2
122	1
124	1
127	1
129	2
130	1
11	1
28	1
34	1
37	1
40	1
50	1
58	3
65	1
75	1
92	1
105	1
11	1
16	1
35	1
40	1
105	1
113	1
120	1
121	1
2	1
5	1
10	2
11	1
16	1
20	2
27	1
28	1
30	1
31	3
32	1
36	2
42	1
44	2
46	1
48	1
49	1
50	2
53	1
60	4
61	1
63	1
64	1
69	1
74	1
77	1
78	2
80	1
87	1
93	1
97	1
98	2
104	1
109	1
110	1
114	1
120	2
124	3
127	1
49	1
65	1
6	1
7	1
12	2
14	1
18	1
20	1
21	1
23	1
24	1
30	1
34	1
35	1
39	1
40	1
50	2
52	3
60	1
68	1
70	2
79	1
80	4
88	1
92	1
97	2
101	1
104	1
108	1
127	1
97	1
4	1
18	1
25	1
28	1
31	1
34	1
38	1
40	2
44	2
46	2
47	1
49	1
53	1
57	1
61	2
69	2
73	2
84	1
94	1
104	2
110	1
113	1
116	1
2	2
8	1
11	2
13	1
18	1
23	1
27	1
36	1
48	1
49	1
52	2
54	1
61	1
64	1
69	2
72	1
74	1
98	1
99	1
106	1
113	1
119	1
43	1
48	1
16	1
47	1
63	1
74	1
84	1
17	6
19	1
31	1
69	1
80	1
97	8
104	2
111	1
6	1
13	1
63	1
4	1
112	1
28	1
57	1
60	4
9	2
10	1
19	3
23	1
30	1
47	1
55	1
58	1
63	1
65	1
79	1
64	1
77	1
26	1
28	2
30	2
40	1
60	1
74	1
76	1
16	3
24	1
30	1
38	1
80	3
84	1
96	1
116	1
50	1
113	1
18	1
31	2
42	1
50	2
61	2
67	1
87	1
92	1
113	1
119	1
7	1
18	1
22	1
23	1
26	1
33	1
36	3
40	1
49	1
56	3
111	1
112	1
113	1
119	2
122	1
130	1
55	1
108	1
113	1
102	1
109	1
6	1
11	1
64	3
70	1
79	2
92	1
97	1
105	1
124	1
90	1
52	1
103	1
35	1
130	1
24	1
84	1
8	1
4	1
7	1
10	2
11	1
24	1
39	3
50	1
53	1
56	2
69	1
73	1
81	1
106	1
108	1
25	1
37	1
55	1
16	1
78	1
12	1
16	1
31	2
42	1
49	1
58	1
60	1
80	1
81	1
84	1
88	1
98	1
116	1
122	1
30	2
50	1
68	1
3	1
4	1
3	1
12	1
13	1
18	2
23	1
26	1
28	2
48	1
49	1
52	2
56	1
57	1
60	2
69	2
71	1
74	1
79	2
81	1
83	2
88	1
92	1
95	1
97	1
107	1
112	2
115	2
124	2
128	1
129	1
20	1
58	1
17	1
18	1
19	1
27	1
35	1
37	1
48	1
60	2
62	1
65	1
77	1
78	2
79	4
80	1
82	1
85	1
101	1
106	1
124	1
129	1
130	1
116	1
28	1
60	1
79	2
104	1
58	1
76	1
8	1
19	1
34	1
8	1
60	1
104	1
5	1
75	1
81	1
30	1
34	1
60	1
80	1
84	1
28	1
98	1
101	1
80	3
65	1
80	1
112	1
47	1
50	1
74	2
119	1
124	1
84	1
30	1
95	1
40	1
102	2
103	1
110	1
60	1
8	1
16	1
60	1
95	1
96	1
114	1
130	1
13	1
119	1
81	1
18	1
38	1
58	1
107	1
9	1
10	1
12	1
18	1
40	1
42	3
49	1
58	1
61	1
74	1
95	1
98	1
116	1
130	1
70	1
5	1
21	1
27	1
30	1
36	1
37	1
42	1
48	1
50	2
60	1
71	1
78	1
81	1
98	1
114	1
116	1
120	3
124	2
113	1
117	1
50	1
13	7
17	1
21	1
30	1
46	2
50	1
55	2
56	2
63	1
71	2
80	2
81	2
83	2
87	1
89	1
95	3
103	2
106	1
111	1
119	2
124	1
16	1
8	2
12	1
16	1
18	1
19	1
24	1
26	1
33	2
39	1
53	1
60	2
61	1
69	1
76	1
79	1
87	1
98	1
107	1
110	1
115	2
119	1
127	1
130	1
46	1
18	1
27	1
68	1
119	1
13	1
48	1
58	1
71	1
107	1
4	1
6	1
40	1
60	1
65	1
66	1
84	1
85	1
98	1
18	4
21	1
38	1
57	1
102	1
49	1
5	1
11	1
20	1
26	2
32	1
39	1
48	1
53	1
57	1
58	5
60	1
61	1
71	1
74	1
79	1
80	1
83	1
89	1
90	1
92	1
103	1
113	1
119	1
122	1
124	1
126	1
50	3
60	1
53	1
80	6
89	1
92	1
95	1
49	1
74	1
31	2
2	1
3	1
4	2
23	1
44	1
49	1
54	1
62	1
69	1
80	1
92	1
94	2
110	1
121	2
85	1
118	1
114	1
80	1
49	1
83	1
10	1
17	1
56	1
61	1
65	1
75	1
83	1
90	1
6	3
10	1
19	1
20	1
21	3
22	1
35	1
39	1
40	2
43	1
67	1
76	2
80	3
84	1
90	1
94	1
95	1
97	1
103	4
110	1
129	1
6	1
46	1
50	1
53	1
56	3
79	2
88	1
103	2
6	1
16	1
56	1
58	2
73	1
102	1
127	1
17	1
18	1
32	1
38	1
58	1
60	1
69	2
85	1
86	1
87	1
95	1
96	1
108	1
113	1
114	2
120	2
73	1
120	1
97	1
48	2
13	4
16	2
38	1
50	1
60	6
69	2
74	1
84	1
44	1
49	1
82	1
90	1
101	1
105	2
113	1
119	1
4	1
11	1
16	1
20	1
26	1
36	1
38	2
47	1
48	1
57	1
60	4
62	1
68	1
70	1
79	2
86	1
106	1
107	1
113	2
119	1
124	1
43	2
111	1
124	1
20	1
111	1
80	2
81	2
89	3
126	1
42	1
80	1
89	5
36	3
49	1
107	1
12	1
19	3
38	1
45	1
47	1
52	2
54	1
110	1
108	1
114	1
60	1
93	1
44	1
31	1
56	1
94	1
14	1
43	1
49	2
50	1
53	2
76	1
103	1
111	1
128	1
38	1
57	1
64	1
71	1
103	1
129	1
12	1
76	1
103	2
113	1
4	1
5	3
6	2
25	1
30	1
31	2
36	1
61	1
65	1
94	1
95	2
130	1
64	1
44	1
65	1
68	1
9	1
97	1
18	1
79	1
107	1
6	1
33	1
60	1
65	1
79	1
89	1
115	1
130	1
26	1
49	1
80	2
58	1
25	2
2	1
4	2
12	1
18	2
19	1
22	2
24	1
28	1
44	2
47	1
48	1
50	2
52	1
56	2
57	1
58	1
60	1
62	1
63	2
66	1
68	1
70	2
74	2
85	1
86	1
96	1
98	1
99	1
104	1
105	1
108	1
112	3
113	3
114	1
115	1
119	1
120	1
124	1
127	2
129	1
130	1
74	1
96	1
119	1
11	2
13	1
53	1
53	1
57	1
61	1
111	1
119	1
4	2
13	1
40	1
61	2
78	1
89	1
118	1
7	1
21	1
39	1
74	1
102	1
113	1
124	1
129	2
74	1
98	1
104	1
99	1
16	1
40	1
43	1
44	1
47	2
48	2
49	2
50	2
57	1
58	1
73	2
80	2
81	2
83	1
84	2
87	2
89	1
90	2
92	1
14	1
79	1
121	1
63	1
6	1
7	1
10	1
16	1
18	1
21	1
28	1
31	1
38	1
40	1
43	1
45	2
58	1
60	3
64	1
67	1
68	1
71	1
75	1
76	2
77	1
80	1
92	1
93	1
97	1
102	1
103	1
110	1
113	2
119	1
120	1
122	1
124	4
126	1
127	2
74	1
127	1
23	1
128	1
13	5
40	1
60	7
71	4
98	3
105	3
106	1
108	1
114	1
53	1
28	1
16	1
27	1
34	1
37	1
50	4
60	1
77	2
90	1
103	1
104	1
124	1
40	1
44	1
24	1
27	1
56	2
10	1
130	1
11	1
16	1
21	2
31	1
52	1
60	1
71	1
72	1
85	2
92	1
109	1
121	1
85	1
98	1
101	1
18	1
21	1
34	1
35	1
42	1
47	1
61	1
69	1
77	1
104	3
124	1
126	1
129	1
19	1
38	1
49	1
72	1
2	5
3	3
4	6
5	12
6	10
7	4
8	11
9	2
10	3
11	7
12	8
13	10
14	7
16	7
17	1
18	11
19	10
20	8
21	3
22	3
23	1
24	8
25	5
26	6
27	6
28	22
30	6
31	3
32	12
33	3
34	2
35	2
36	1
37	9
38	3
39	1
40	11
42	7
43	5
44	12
45	4
46	14
47	8
48	8
49	20
50	17
52	2
53	20
54	5
55	8
56	2
57	6
58	25
60	69
61	3
62	5
63	4
64	16
65	1
66	5
67	2
68	17
69	10
70	15
71	8
72	7
73	8
74	4
75	6
76	5
77	16
78	10
79	11
80	10
81	12
82	3
83	5
84	8
85	1
86	3
87	14
88	3
89	4
90	7
92	12
93	2
94	1
95	3
96	11
97	2
98	5
99	1
101	2
102	5
103	18
104	16
105	7
106	3
107	13
108	1
109	3
110	9
111	4
112	1
113	8
114	11
115	4
116	1
117	1
118	1
119	15
120	13
121	14
122	11
124	16
126	1
127	7
128	6
129	3
130	5
84	1
17	1
55	1
78	1
18	2
28	4
30	2
35	2
58	2
60	4
70	2
73	1
80	1
89	1
92	1
103	1
104	2
129	1
130	1
53	1
78	1
3	1
6	2
11	1
23	1
27	1
28	1
30	1
37	1
38	1
40	1
42	1
56	1
57	1
60	2
63	2
75	2
80	3
81	3
85	1
90	1
93	2
94	1
98	1
107	1
114	2
120	1
124	1
127	1
24	1
69	1
83	1
4	2
11	1
12	4
17	1
18	1
20	2
24	2
35	1
39	1
40	1
43	1
44	2
45	1
49	3
54	1
56	2
57	1
62	1
69	2
71	1
72	1
74	1
75	1
80	2
81	2
82	1
83	1
84	1
85	1
87	2
89	1
96	2
97	1
104	2
108	1
110	1
113	1
114	2
119	1
121	1
122	1
124	1
4	1
6	1
10	1
44	1
47	1
50	1
57	1
60	2
61	1
70	1
96	1
107	1
20	1
34	1
52	1
55	1
95	1
5	1
114	1
4	1
47	1
54	1
105	1
129	1
10	1
17	3
21	1
23	1
95	2
98	2
109	1
113	1
114	1
10	1
98	1
95	2
52	1
23	1
37	1
73	1
93	1
108	1
119	1
120	1
3	1
4	1
5	2
7	1
8	5
11	1
14	1
18	1
19	1
22	2
23	1
25	1
27	1
28	2
30	3
37	1
38	2
52	6
53	2
56	1
58	2
60	16
63	2
64	2
65	1
70	1
71	1
75	1
76	1
77	1
78	1
79	1
81	1
83	2
84	1
87	1
89	1
92	1
93	2
98	3
101	1
102	1
103	1
104	1
105	2
107	1
111	1
113	1
114	1
116	1
118	1
119	3
120	3
124	3
128	2
103	1
49	1
50	1
10	1
16	1
20	1
21	1
26	1
27	1
70	1
93	1
124	1
127	2
7	1
12	1
18	1
30	1
38	4
49	1
50	1
72	1
80	1
84	1
85	1
87	1
104	1
113	1
117	1
119	1
128	2
24	1
60	1
99	1
127	1
50	1
116	1
114	1
82	1
26	1
31	1
14	1
64	1
9	1
50	1
117	1
104	1
26	1
66	1
86	1
124	1
48	1
65	2
66	2
18	1
99	1
106	1
107	1
122	1
107	1
7	1
113	1
117	1
10	1
106	1
108	1
57	1
92	1
80	2
82	1
84	1
90	1
16	5
118	1
119	2
120	1
124	1
120	1
4	1
37	2
47	1
102	1
104	2
107	1
113	1
61	1
88	1
13	1
16	1
38	1
43	1
71	1
73	1
114	8
115	1
124	1
7	1
20	1
118	1
96	1
14	1
120	1
61	1
124	2
40	1
60	2
54	1
50	1
53	1
55	1
107	1
89	5
57	1
71	1
60	1
122	2
80	1
47	1
26	1
28	1
33	1
120	2
21	1
40	1
33	1
89	1
118	1
52	6
6	1
19	1
20	1
40	1
49	3
50	1
74	3
75	1
130	1
5	1
13	1
14	1
16	1
18	1
25	2
31	1
34	1
35	1
53	1
58	1
65	1
68	1
73	1
74	1
77	1
78	2
79	2
80	1
105	1
110	1
122	1
124	1
25	1
38	1
56	2
95	1
42	1
45	1
63	1
72	7
73	3
74	1
80	1
104	1
39	1
18	1
114	1
116	1
127	1
38	1
27	1
30	1
120	1
118	1
6	1
16	1
18	1
34	2
36	1
49	1
60	1
71	1
101	1
106	1
127	2
13	1
16	1
23	1
33	1
39	1
40	1
42	1
50	2
67	1
70	1
79	5
80	2
81	1
84	1
87	2
89	1
104	1
106	1
113	1
121	2
13	1
30	1
21	1
33	1
54	1
128	1
44	1
95	1
4	1
60	1
103	1
37	1
48	1
49	1
72	1
87	1
96	1
119	1
75	1
12	1
49	1
112	1
36	1
110	1
120	1
78	1
80	1
26	1
47	7
60	1
69	1
97	1
112	1
117	1
129	1
72	1
129	1
99	1
124	1
10	2
21	1
38	1
44	1
53	1
63	2
70	1
75	1
106	2
108	1
113	1
114	1
116	1
20	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	1
126	1
127	1
128	1
129	1
130	1
17	1
18	1
47	1
87	1
121	1
122	1
38	1
7	2
38	3
124	1
87	1
49	1
66	1
80	1
92	1
108	1
14	1
107	1
4	1
14	1
24	1
39	1
49	1
56	1
105	1
50	1
72	1
57	4
105	1
6	1
11	1
27	2
31	1
34	3
36	1
38	1
39	2
47	1
48	1
53	1
61	2
62	1
68	1
75	2
81	1
95	1
96	1
99	1
102	1
116	1
126	1
118	1
7	1
21	1
30	1
32	1
33	2
38	1
49	1
53	1
55	1
63	1
78	1
80	1
98	1
102	1
104	1
107	1
109	1
119	1
121	3
16	1
37	1
49	1
107	2
121	1
39	5
58	2
60	1
71	1
79	1
2	1
36	1
60	1
64	1
4	1
24	1
32	1
38	3
80	7
98	1
54	1
127	1
44	1
32	1
5	1
42	1
49	1
57	1
58	1
64	2
65	1
102	1
111	3
129	5
130	3
86	1
127	5
128	5
19	1
52	1
12	1
55	1
65	3
103	1
7	4
8	3
62	1
119	1
102	1
105	1
47	2
3	1
10	1
12	1
49	1
73	1
