DocI	tf
48	1
80	1
88	1
111	1
55	1
69	1
102	1
45	1
90	1
92	1
94	1
104	1
126	1
68	1
16	1
28	1
112	1
127	1
49	1
70	1
7	1
8	1
17	1
20	1
21	1
52	1
89	1
128	1
4	1
6	1
21	1
26	1
38	3
49	1
60	1
63	1
64	1
70	3
73	3
79	1
83	1
84	1
90	2
118	1
124	4
4	1
52	2
78	1
93	2
53	1
84	1
3	1
5	1
7	1
21	2
38	1
50	1
60	2
64	3
68	2
81	1
96	1
102	1
118	1
120	6
124	2
127	1
128	4
60	1
119	1
13	1
14	2
28	1
45	1
50	1
53	1
55	1
58	1
61	1
63	1
69	1
70	1
77	1
78	1
103	2
108	1
111	1
113	3
117	1
124	2
102	1
75	1
80	1
70	2
75	1
113	1
45	1
47	1
63	1
44	1
47	1
63	2
64	1
83	5
88	1
120	1
124	1
129	1
28	1
3	1
4	3
5	1
7	1
12	1
18	3
25	1
27	1
28	1
30	1
33	2
36	1
44	1
45	1
47	3
48	1
49	2
52	2
57	1
60	1
61	1
63	1
64	1
68	6
70	1
71	1
76	1
78	1
85	1
88	1
95	1
97	1
104	1
110	2
120	1
121	1
124	1
129	1
130	3
38	1
19	1
124	1
7	1
30	1
46	3
69	1
127	1
128	1
24	1
55	1
4	1
6	1
11	1
16	1
18	1
23	2
28	1
34	1
37	2
40	1
48	1
49	4
55	1
57	1
58	1
63	1
67	1
68	1
72	1
74	1
80	4
81	2
84	1
86	1
89	1
95	1
97	1
98	1
108	1
113	1
119	2
124	1
130	1
36	1
4	1
5	2
26	2
75	3
109	1
112	1
4	1
73	1
120	1
129	1
16	1
34	1
39	2
65	1
75	2
83	2
113	1
88	1
113	5
17	1
128	1
65	2
55	1
5	1
61	1
7	1
30	1
18	1
57	2
130	1
4	1
63	1
56	1
111	1
53	1
23	1
36	1
52	1
65	1
78	1
112	1
113	1
50	2
50	1
67	1
58	1
6	1
66	1
11	3
16	17
18	1
21	2
23	1
24	1
26	12
28	5
30	1
44	6
55	1
57	4
58	1
65	1
72	1
73	1
79	1
80	1
81	7
83	2
89	2
94	1
95	2
96	1
97	5
98	1
99	2
110	1
113	1
118	1
120	1
122	1
127	5
128	1
67	3
68	2
81	3
127	1
49	1
80	2
6	1
42	1
31	2
122	1
35	6
40	7
97	1
124	1
129	1
44	1
92	1
121	1
62	1
28	1
75	1
78	1
6	1
30	1
44	1
46	3
80	1
64	1
44	1
83	1
83	1
42	1
38	1
121	1
58	1
114	1
120	1
21	1
31	1
34	1
42	3
90	1
102	1
106	1
107	1
113	1
113	1
63	1
72	1
73	1
82	1
105	1
114	1
38	1
101	1
49	1
4	1
6	1
10	1
11	1
30	1
33	1
38	1
49	4
50	1
53	2
60	2
61	1
64	1
101	1
105	1
118	1
126	1
38	1
77	1
124	1
22	1
35	1
44	1
47	2
52	1
58	4
60	1
65	1
70	4
81	1
82	1
87	1
89	1
116	1
120	1
127	1
130	1
108	1
113	1
5	1
7	2
10	1
12	1
14	1
20	2
25	1
28	1
36	1
38	3
39	1
40	1
44	1
45	3
46	1
49	2
60	5
61	2
62	1
63	1
64	1
65	2
67	1
68	2
74	2
75	1
76	1
80	1
87	1
95	2
97	1
112	1
114	1
115	1
124	1
127	1
35	1
121	1
76	1
86	1
115	1
6	2
38	1
6	2
7	1
14	1
16	1
17	1
18	1
24	1
26	2
27	1
28	13
30	1
34	2
38	1
40	1
49	1
50	1
52	2
53	1
57	1
58	2
60	2
61	1
64	3
66	1
67	1
68	1
70	1
72	1
74	1
75	1
78	1
80	4
87	1
92	1
93	3
95	1
96	1
97	1
102	1
103	3
106	1
109	2
111	1
113	1
117	1
120	1
122	1
124	7
127	1
50	1
60	3
74	1
75	2
85	1
107	1
114	1
115	1
18	1
84	1
97	1
110	1
34	1
115	1
129	1
122	1
22	7
45	4
28	1
119	1
37	1
19	1
46	1
60	1
75	1
66	4
84	1
11	1
14	3
16	1
39	1
46	1
60	1
61	1
64	1
73	2
75	1
98	1
127	1
113	1
4	1
47	1
92	1
53	1
49	1
50	1
60	1
63	1
82	1
95	1
113	1
28	5
32	1
48	1
52	1
63	1
79	2
124	1
81	1
26	1
53	1
36	1
49	4
60	1
56	1
82	1
97	2
113	3
118	1
120	5
36	1
55	1
5	1
16	1
36	1
75	1
6	1
11	1
14	1
16	1
53	1
60	1
79	1
82	1
88	1
97	1
102	1
114	1
129	1
6	1
96	2
8	1
18	3
19	4
38	2
50	2
75	1
76	1
94	1
95	1
122	1
10	1
11	1
18	1
38	1
70	1
74	1
120	1
122	2
129	1
130	1
90	1
127	2
69	1
75	1
95	1
103	1
16	1
17	1
38	1
55	1
4	1
12	1
16	3
18	1
20	1
24	2
26	1
27	1
30	1
36	1
49	1
52	1
60	2
61	1
70	2
73	1
75	1
78	1
85	1
88	1
90	1
93	1
94	1
96	1
104	1
117	1
120	1
121	1
124	2
130	1
62	1
73	1
34	1
44	2
56	1
60	1
84	1
97	1
5	1
32	1
24	1
35	1
60	2
63	1
122	1
119	1
69	2
60	1
114	1
119	1
43	2
26	1
40	2
48	1
76	1
127	1
6	1
20	1
23	2
32	3
36	1
65	3
114	1
28	1
40	2
58	1
61	2
99	1
109	1
122	1
2	1
20	1
78	1
6	1
8	1
28	1
39	1
45	2
52	1
58	1
81	1
82	1
85	1
97	1
104	1
105	1
119	2
121	1
126	1
3	1
7	1
16	1
18	1
55	1
66	1
69	1
107	1
108	1
111	1
114	1
128	1
65	1
130	3
55	1
28	1
82	1
98	1
101	1
111	1
7	1
38	1
60	2
80	2
72	1
73	2
102	1
120	1
23	1
27	2
48	1
49	1
50	1
55	1
58	1
74	1
78	1
90	1
95	2
96	1
101	1
124	1
95	1
20	1
74	1
45	8
73	1
113	3
6	1
27	1
117	2
14	1
78	1
24	1
18	1
20	4
23	2
30	1
31	1
69	1
74	1
105	1
7	1
8	1
38	1
5	1
45	1
92	1
47	1
61	1
14	1
7	1
97	1
113	1
119	1
58	1
8	1
60	1
44	1
55	1
78	1
94	1
75	1
81	1
102	1
124	1
102	1
97	2
34	4
130	1
56	1
16	3
24	1
74	1
122	1
3	1
4	2
10	1
12	1
38	1
42	1
60	1
81	1
2	1
3	1
57	1
77	1
79	1
87	1
36	1
40	1
99	1
4	1
6	1
27	4
30	3
31	1
34	1
37	1
44	1
50	1
58	2
60	1
67	1
68	2
69	1
70	1
74	1
75	1
76	1
79	1
80	1
92	3
94	2
95	1
96	1
124	1
127	1
16	1
104	1
28	1
110	1
127	3
11	1
64	1
120	1
75	1
120	2
34	1
42	1
48	1
65	1
80	1
112	1
50	1
121	1
50	1
70	1
26	1
126	1
10	1
21	1
25	1
50	1
70	1
30	1
101	1
60	1
7	1
49	1
82	1
61	1
44	1
9	1
78	1
93	3
60	1
6	1
64	1
2	1
4	1
6	4
7	1
8	2
9	2
10	1
11	1
14	3
16	3
18	3
19	1
20	1
22	1
23	1
24	2
26	2
31	1
33	2
34	2
35	1
36	6
38	6
39	1
40	2
44	5
45	1
46	2
48	2
49	1
50	1
53	2
54	3
57	2
58	4
60	9
61	2
62	1
63	1
64	1
65	1
68	1
69	1
70	1
72	3
74	1
75	1
77	1
78	1
79	1
80	2
81	1
83	1
84	1
85	5
87	2
88	1
89	1
90	1
92	1
95	3
97	4
99	1
102	2
103	2
104	1
105	2
106	1
108	2
110	2
111	3
112	2
113	2
114	2
115	1
117	2
119	2
120	2
121	3
124	1
127	1
128	1
129	2
130	1
93	1
13	1
20	1
23	1
30	2
38	1
94	1
96	1
111	1
129	1
13	1
18	1
107	2
122	2
129	2
66	1
121	1
44	1
80	1
10	1
55	1
94	1
98	1
104	1
117	1
2	1
10	1
19	1
30	1
77	1
78	1
79	1
80	1
85	1
107	1
4	1
63	1
64	1
66	1
80	1
16	1
4	2
5	1
5	1
81	1
107	1
48	2
2	1
4	2
5	3
6	2
8	2
10	3
11	1
12	1
17	7
18	3
19	2
20	2
24	2
25	1
26	5
27	1
31	2
32	1
36	2
38	5
39	1
44	4
45	1
46	1
47	1
49	3
50	2
52	4
53	3
56	2
57	1
58	3
60	6
61	1
62	1
63	1
67	1
69	2
70	2
71	1
72	2
73	5
74	1
75	3
77	6
78	2
83	2
84	3
85	3
86	3
87	1
88	1
92	1
95	2
97	3
98	3
99	1
101	1
102	1
103	7
104	3
105	2
106	2
107	3
108	1
110	1
111	1
113	2
114	3
115	2
116	2
118	1
119	1
120	4
121	2
124	3
126	2
127	3
128	2
129	4
44	1
61	1
113	1
2	1
5	1
18	1
21	1
57	2
68	1
130	1
2	1
6	1
8	2
24	1
25	1
26	1
27	1
28	1
40	1
44	2
46	1
53	1
58	1
61	1
74	2
86	1
102	1
104	1
117	1
119	1
121	1
129	1
49	2
4	1
5	2
6	3
9	1
16	1
18	1
21	3
26	1
27	1
30	1
31	3
36	2
37	2
38	1
40	1
42	1
47	1
48	1
49	2
52	1
60	3
63	1
68	1
69	5
70	2
71	3
74	2
78	1
80	1
84	2
86	1
90	1
95	1
97	1
98	1
103	1
104	1
105	1
108	1
115	3
119	3
120	2
124	2
128	1
129	1
130	1
3	1
14	2
47	1
53	1
58	1
62	1
64	3
69	1
70	1
71	3
75	1
77	1
85	1
97	1
105	1
113	1
114	1
27	1
31	1
32	1
35	3
44	1
47	1
53	1
57	2
60	1
70	1
75	1
89	1
113	1
128	1
129	1
72	1
126	1
27	2
34	3
43	1
49	3
53	1
81	2
90	1
95	1
97	1
110	2
111	1
116	1
128	1
30	1
34	2
56	4
84	1
97	2
120	1
124	1
18	1
5	1
14	2
24	1
40	2
42	1
48	1
74	1
75	1
82	1
83	1
99	1
113	1
114	1
119	1
81	1
66	1
69	1
65	1
112	1
18	1
20	1
31	1
57	1
61	1
129	1
12	1
17	1
18	1
19	1
20	1
24	1
36	1
38	1
58	1
60	1
66	1
68	1
69	1
70	1
71	1
85	1
92	1
105	1
110	3
111	1
114	1
119	1
124	1
130	2
30	1
34	1
49	1
69	1
74	1
79	1
92	1
2	1
12	1
30	1
37	1
49	1
50	1
60	3
70	2
84	1
86	2
103	1
126	1
127	1
30	1
31	1
57	1
84	2
72	2
69	1
38	1
53	2
89	1
30	3
35	4
40	1
58	1
80	1
109	1
13	5
12	1
35	1
40	1
62	1
12	1
114	1
117	1
119	1
120	2
94	1
10	1
26	1
6	1
60	5
70	1
71	1
82	3
85	1
86	1
116	1
117	2
86	6
85	1
117	2
60	1
60	1
113	1
115	1
116	1
48	1
63	1
84	1
109	2
37	3
83	1
90	1
99	1
113	1
60	1
6	1
115	1
127	1
30	1
37	1
60	1
79	1
87	1
90	1
95	1
96	1
6	1
60	1
4	1
13	1
18	1
21	1
38	4
44	1
50	1
60	2
69	1
70	1
71	1
74	1
83	1
101	1
110	1
113	2
115	1
119	1
124	2
128	1
26	1
44	1
46	1
62	1
70	1
79	1
103	1
33	2
26	1
36	1
75	1
102	1
106	1
113	1
116	1
27	1
36	1
60	1
42	1
92	1
10	1
11	1
24	1
38	1
49	1
57	1
58	1
66	1
80	1
92	1
95	1
97	2
109	2
115	1
121	1
6	1
37	1
58	1
85	1
102	1
124	1
107	1
58	2
101	1
105	1
119	1
120	1
124	1
97	2
26	1
70	1
74	1
82	1
97	2
105	3
122	2
82	1
129	1
60	1
4	1
22	1
80	7
81	1
87	1
109	1
112	1
120	1
16	4
80	2
60	2
61	1
68	1
79	1
122	1
129	1
130	1
47	1
114	1
18	1
37	1
40	1
74	1
50	1
75	1
104	1
124	1
129	1
74	1
75	1
93	1
105	2
114	1
119	2
10	1
65	1
102	1
84	1
22	1
109	1
25	1
27	4
50	1
60	1
61	1
85	2
4	1
57	1
107	1
65	1
7	1
75	1
20	1
13	1
43	1
49	1
57	1
10	1
89	2
74	1
64	1
64	1
5	1
57	2
53	1
19	1
33	1
50	1
94	1
27	1
28	3
44	1
52	1
126	1
49	1
104	1
47	1
58	1
7	1
121	12
23	1
115	1
71	1
85	1
49	1
21	1
78	1
102	1
36	1
18	1
20	1
22	1
31	1
40	1
48	1
50	2
55	2
70	1
71	1
93	1
97	1
116	1
2	1
21	1
26	1
36	1
43	1
44	1
67	1
71	1
80	1
92	1
97	1
98	1
107	1
110	1
113	3
120	2
38	1
43	1
128	1
94	1
4	1
10	2
14	1
17	1
22	1
24	1
28	2
37	1
38	1
45	2
46	1
48	1
56	2
58	1
60	41
63	1
65	1
70	3
75	2
77	1
78	1
84	1
86	1
90	1
94	1
97	2
106	1
108	1
113	2
114	1
127	3
128	1
129	1
130	1
22	2
48	1
113	1
2	1
3	1
4	1
11	1
18	1
34	1
35	1
36	1
46	1
49	1
52	2
56	1
63	1
64	1
66	1
69	1
77	1
78	1
85	1
89	1
92	1
96	1
105	1
112	1
113	1
114	1
116	1
120	3
124	1
128	1
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
16	2
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	2
38	1
39	1
40	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	2
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	2
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	2
116	1
117	1
118	1
119	1
120	1
121	1
122	1
124	3
126	1
127	1
128	1
129	1
130	1
5	1
16	2
38	1
54	1
62	1
74	1
90	1
60	2
2	1
6	1
12	1
49	1
63	1
76	1
99	2
122	1
114	2
117	1
65	1
10	1
63	1
35	1
7	1
8	2
68	1
90	1
112	1
119	1
18	1
19	2
44	1
63	1
97	1
105	1
33	1
112	1
33	1
107	1
88	1
83	1
6	1
46	1
56	2
63	1
76	1
98	1
38	7
58	1
65	2
68	1
74	1
87	1
103	1
38	1
97	1
10	1
22	3
39	1
45	2
74	1
104	1
129	1
3	3
9	3
11	2
22	3
23	3
30	2
36	1
37	3
52	3
63	3
85	3
95	5
98	1
99	3
101	3
106	3
109	3
31	1
82	1
105	1
122	1
127	1
128	2
18	1
50	2
78	1
39	1
99	1
107	1
12	1
62	1
74	1
85	1
7	1
14	1
35	1
36	1
48	1
49	5
50	2
52	2
55	1
60	3
64	1
71	1
74	1
75	1
80	1
85	1
92	3
98	1
102	1
104	1
107	1
111	1
113	2
114	1
116	1
117	1
119	3
126	2
128	1
7	1
50	1
90	1
10	1
6	1
47	1
56	1
66	1
69	1
119	1
126	1
98	1
79	1
34	1
82	1
101	1
72	1
56	1
82	1
112	1
117	1
23	1
116	1
7	1
24	1
33	1
36	1
37	1
49	1
52	1
53	2
60	1
63	1
72	1
73	1
88	1
105	1
113	1
127	1
127	1
12	1
18	1
24	1
38	2
3	1
4	6
5	4
6	2
8	2
10	1
12	5
13	2
18	1
19	3
21	2
24	3
27	4
30	1
31	1
32	1
33	1
38	16
45	7
46	3
47	1
48	1
49	5
50	4
53	2
55	1
56	4
57	2
58	2
60	2
63	4
64	3
65	2
66	4
67	2
68	1
70	2
71	2
72	1
73	1
75	2
77	5
79	6
80	1
81	3
82	1
84	1
87	2
89	1
90	3
92	8
94	1
95	3
96	1
97	1
98	3
101	1
102	2
105	1
108	2
109	1
110	2
113	3
114	3
116	1
118	1
124	1
128	1
129	1
75	2
97	1
6	1
73	1
37	1
113	1
52	2
55	1
73	1
84	9
109	5
119	1
116	2
120	1
30	1
126	1
55	1
81	1
124	1
38	1
99	1
17	2
18	1
33	2
40	1
58	2
84	3
109	1
114	1
129	3
77	2
4	1
43	2
65	1
80	1
84	1
34	1
109	1
126	1
95	1
64	1
50	1
62	1
6	1
36	1
7	1
82	1
42	1
7	5
8	3
11	1
22	1
27	1
33	2
45	1
61	1
70	1
74	1
107	1
130	2
11	1
56	1
80	1
105	1
106	1
124	1
16	2
67	1
38	1
120	1
43	1
79	1
4	1
44	1
60	4
70	2
6	1
17	1
38	1
67	1
73	1
127	1
77	1
78	1
18	1
126	1
65	1
120	1
17	1
18	2
25	1
46	1
48	1
67	1
80	1
85	1
93	2
106	1
115	1
124	1
50	1
114	1
121	1
99	1
45	1
93	1
103	1
114	1
126	1
22	1
23	1
30	1
35	1
96	1
84	2
54	3
56	1
93	3
6	1
79	1
111	1
14	1
40	1
49	1
8	1
49	1
55	1
70	1
72	1
49	1
2	1
42	2
44	1
46	1
58	1
92	1
95	1
105	1
111	1
113	2
128	1
48	1
129	1
9	1
26	1
52	1
30	2
31	3
74	2
75	1
119	2
124	3
74	1
18	1
9	1
18	1
20	2
21	1
36	2
39	1
60	1
61	1
90	1
97	1
101	2
113	1
115	1
116	1
119	1
121	1
129	1
50	1
30	3
10	1
19	1
23	1
24	1
25	1
38	2
60	1
71	1
85	1
92	2
103	1
104	1
107	2
112	1
130	1
108	1
119	1
60	1
63	1
119	1
47	1
48	1
49	1
82	4
83	1
122	1
75	1
37	1
80	1
40	2
72	1
76	1
77	2
79	1
95	1
120	1
60	1
82	1
27	1
58	1
95	1
117	1
42	1
63	1
84	1
27	1
97	1
130	1
18	1
63	1
43	1
73	1
87	2
89	1
90	1
96	1
106	1
16	1
20	1
72	1
81	1
83	1
99	1
116	1
117	1
39	2
4	2
33	1
38	1
87	1
89	1
120	1
18	1
19	1
37	1
38	1
39	1
48	1
56	2
63	1
65	1
66	5
70	1
102	2
105	1
113	1
114	4
120	2
16	1
17	1
18	2
21	1
25	1
30	2
34	1
48	1
57	1
58	1
61	1
70	1
77	1
78	1
79	1
80	2
82	1
90	1
93	1
94	1
97	1
113	2
116	2
120	1
130	1
2	1
26	1
27	1
38	1
47	1
57	2
58	1
73	2
78	1
82	1
90	1
110	1
120	1
13	3
13	1
30	1
34	1
65	1
94	1
104	1
124	1
127	1
53	1
60	2
75	1
8	1
28	1
38	1
45	1
75	1
102	1
111	1
124	1
129	1
9	1
30	1
65	1
66	1
93	1
114	1
13	1
17	1
34	1
56	1
68	1
85	1
107	1
113	2
116	1
124	1
30	2
111	1
56	1
57	1
74	1
112	1
35	1
65	1
95	1
60	1
64	2
70	4
71	2
94	1
95	1
96	2
98	1
99	1
106	1
108	2
111	8
118	1
122	1
127	1
130	1
102	3
6	1
20	1
21	1
26	1
27	1
32	3
40	1
42	1
43	1
44	1
47	1
48	1
49	1
50	1
57	1
58	1
70	1
73	1
74	1
80	1
81	1
83	1
84	1
87	1
88	1
89	1
90	1
115	2
116	2
119	1
33	1
6	1
31	1
32	1
97	1
115	1
127	2
58	1
7	1
55	1
78	1
86	1
108	1
118	1
115	2
10	1
11	1
25	1
52	1
97	1
102	1
104	1
106	1
107	1
113	7
116	2
14	1
19	1
95	1
63	1
121	1
11	1
105	1
119	1
74	1
116	1
10	1
80	1
10	2
74	1
107	1
115	11
116	10
117	10
38	2
69	1
74	1
120	1
81	1
70	1
46	1
101	1
18	2
26	1
37	1
48	1
52	1
58	2
61	1
62	1
63	1
70	1
80	3
119	2
124	2
129	1
4	1
38	1
42	1
44	1
48	1
49	1
90	1
111	1
113	2
119	2
121	1
126	1
129	1
130	1
107	1
115	1
50	1
80	3
10	1
18	2
30	2
31	1
48	1
50	1
55	1
57	2
62	1
67	1
71	2
74	4
75	1
76	1
84	1
86	1
90	1
95	1
103	1
116	1
127	1
81	1
76	1
104	1
4	1
6	1
16	1
24	1
27	2
38	2
47	1
50	2
56	1
63	2
64	2
68	1
69	1
79	1
80	2
93	1
105	1
107	1
110	2
111	1
113	1
115	1
116	1
36	1
107	1
6	1
34	1
37	1
38	1
60	1
80	1
94	1
46	2
104	3
119	1
35	1
104	5
57	1
69	2
74	1
75	1
129	1
5	1
45	1
47	1
63	1
68	1
79	1
81	1
84	1
113	1
118	1
50	1
113	1
5	1
9	1
39	1
68	1
70	1
81	1
119	1
24	1
40	1
55	1
20	1
28	1
40	2
49	3
42	1
48	1
30	1
70	1
45	1
94	4
99	1
11	1
78	1
37	5
49	1
53	1
30	1
54	1
78	1
116	1
70	1
95	1
98	1
6	1
60	1
11	1
21	1
5	1
16	8
20	1
58	1
81	1
97	2
80	1
38	4
42	1
46	1
56	1
74	1
89	1
18	1
21	1
40	1
90	1
55	1
25	1
53	1
37	1
82	1
5	1
19	1
30	1
36	1
52	1
104	1
13	1
40	1
28	1
58	1
77	1
24	1
47	1
52	4
114	1
119	1
113	1
126	1
126	1
58	1
4	1
6	2
10	1
11	1
12	1
16	1
20	1
22	3
24	1
28	1
30	1
31	1
36	1
37	1
39	1
40	2
42	1
44	1
45	2
47	1
48	1
49	2
50	3
52	1
53	1
60	2
63	1
66	1
68	1
69	2
70	2
71	1
78	1
81	2
82	1
83	1
84	1
85	4
92	1
93	2
94	1
95	1
97	2
99	1
101	1
102	1
105	2
107	3
108	2
111	1
113	2
116	1
117	1
119	3
127	3
128	2
129	1
130	1
18	1
52	1
65	1
70	1
79	1
80	2
95	1
104	1
105	1
129	2
117	1
58	1
58	1
12	1
38	1
49	1
50	4
56	1
60	1
74	3
44	1
45	2
55	1
56	3
63	1
66	3
68	1
86	1
92	2
95	1
97	1
122	1
129	1
6	1
4	1
20	1
36	1
37	3
38	1
44	1
45	1
48	2
52	1
73	1
75	1
79	3
80	2
83	1
85	1
95	1
102	3
109	1
110	1
130	1
31	1
61	1
71	1
72	1
72	8
73	8
88	1
53	1
72	1
58	1
120	1
102	1
107	1
26	1
55	3
17	2
45	1
128	1
38	1
36	1
42	1
49	1
72	2
80	1
99	1
36	1
49	1
55	1
75	1
79	1
95	1
10	1
90	2
90	1
64	1
89	1
45	1
56	1
20	1
31	1
57	1
72	1
79	1
111	2
27	1
57	3
79	1
111	4
27	3
28	1
30	1
40	1
50	1
58	1
63	1
83	1
85	1
94	1
30	1
36	1
50	1
70	1
80	1
90	1
112	1
82	2
113	1
114	1
44	2
49	1
79	1
111	1
124	2
57	1
60	1
60	5
107	1
113	5
57	1
60	2
3	1
110	1
122	1
127	1
128	1
2	1
7	1
11	1
97	1
122	1
127	1
127	1
68	1
129	1
7	1
30	1
57	1
87	1
102	1
106	1
108	1
8	1
11	1
12	3
17	2
19	1
20	1
24	1
25	1
26	1
34	1
36	1
38	1
45	3
46	1
48	1
49	1
50	1
53	1
55	1
57	1
58	1
60	1
61	1
66	1
71	1
79	2
81	1
82	1
87	1
90	1
93	1
98	1
117	1
126	1
128	1
4	1
42	1
78	1
97	1
44	1
130	1
129	1
78	1
114	1
5	3
7	1
53	1
55	1
60	1
70	1
90	1
124	1
30	1
18	1
21	2
27	2
49	1
50	1
58	1
74	1
75	1
112	1
113	4
119	1
124	2
47	1
107	1
124	1
49	1
80	1
75	1
11	1
38	2
64	1
4	1
38	3
63	2
124	3
92	1
60	1
102	1
79	2
16	1
19	1
28	1
73	1
81	1
116	1
85	1
88	1
106	1
108	1
113	2
118	1
107	1
13	1
83	2
127	3
26	1
38	1
104	1
116	1
36	1
63	2
95	1
6	1
12	1
17	1
111	1
77	1
78	1
18	1
2	1
42	2
61	1
130	2
42	1
126	1
49	1
37	2
2	1
4	2
5	1
6	2
7	1
11	1
14	2
17	2
18	8
19	1
20	2
25	1
26	1
33	1
37	1
38	3
39	1
40	1
45	1
46	1
47	1
48	1
49	1
50	2
52	2
56	1
58	3
60	6
63	1
64	3
66	3
68	1
69	1
74	2
77	1
78	2
79	1
80	1
81	1
83	1
84	2
85	1
89	1
92	1
94	2
95	2
98	1
101	1
102	2
103	2
104	2
107	4
110	2
111	1
112	1
113	6
114	2
116	2
119	3
120	4
121	3
124	12
126	3
128	1
129	2
2	1
17	1
38	1
43	1
62	2
80	1
124	1
2	2
4	12
5	6
6	11
7	5
8	2
9	4
10	1
11	9
12	8
13	3
14	1
16	15
17	10
18	15
19	4
20	5
21	2
22	3
23	3
24	7
25	5
26	7
27	6
28	9
30	5
31	12
32	3
33	3
34	4
35	1
36	14
37	1
38	6
39	3
40	5
42	2
43	1
44	10
45	6
46	6
47	4
48	9
49	9
50	13
52	4
53	4
54	1
55	4
56	7
57	11
58	7
60	46
61	23
62	12
63	9
64	5
65	6
66	2
68	4
69	4
70	20
71	4
72	5
73	2
74	10
75	3
76	2
77	3
78	4
79	11
80	19
81	5
82	2
83	3
84	7
85	10
86	3
87	10
88	2
89	3
90	2
92	3
93	1
94	1
95	3
96	8
97	12
98	12
99	3
102	5
103	4
104	10
105	2
106	2
107	3
108	5
109	6
110	1
111	4
112	10
113	20
114	8
115	5
116	2
117	1
118	5
119	4
120	6
121	4
122	5
124	15
127	13
128	1
129	14
130	7
10	1
12	1
13	1
16	1
18	1
21	1
26	3
27	1
28	4
30	1
31	1
33	1
35	2
38	2
49	1
55	4
58	4
60	1
65	1
69	1
70	2
73	2
74	3
75	2
79	1
80	2
83	1
84	1
92	1
94	1
97	1
98	1
102	2
107	1
108	1
116	2
119	2
120	1
124	2
127	1
6	1
14	1
20	1
36	2
40	2
50	1
58	2
60	2
61	1
70	1
73	2
80	1
97	1
98	1
101	1
103	1
119	2
38	1
62	1
75	1
78	1
86	1
87	6
116	1
129	1
3	1
12	1
65	1
96	1
103	1
99	1
3	2
5	1
10	1
13	1
14	3
17	1
18	3
20	2
21	5
28	2
31	2
33	4
34	1
36	2
40	1
48	2
49	2
50	5
52	1
53	1
57	2
58	1
60	1
61	2
65	1
66	3
69	2
70	2
71	2
74	5
75	3
77	2
80	16
83	1
84	3
86	1
87	2
88	2
89	5
90	4
95	1
97	4
99	2
103	1
109	1
113	2
117	1
119	1
120	3
126	1
127	1
128	6
130	3
6	2
14	1
16	2
17	1
18	3
19	1
20	2
21	1
26	2
27	2
32	1
33	2
39	1
40	3
42	1
43	1
47	1
48	1
49	2
50	3
53	2
55	2
57	1
61	3
62	1
69	1
70	1
74	2
75	1
79	2
80	6
82	1
85	2
87	1
89	1
90	3
97	4
98	1
99	2
110	1
111	4
113	1
119	4
121	1
122	1
124	3
127	1
27	1
58	1
60	1
71	1
83	1
84	1
92	1
112	1
17	1
24	1
66	1
74	1
80	4
83	1
92	1
121	1
6	2
7	1
16	1
17	2
18	2
19	3
20	1
23	2
24	1
25	2
26	1
30	2
31	1
42	1
44	2
47	3
50	1
52	1
55	1
57	2
58	1
60	5
61	5
63	1
66	1
68	1
69	1
74	3
77	1
78	1
79	3
80	1
85	2
90	1
93	2
97	1
103	1
108	1
111	1
114	2
116	1
119	1
128	1
3	5
2	1
4	7
5	2
6	1
9	2
10	1
16	2
17	3
18	2
19	2
20	2
21	1
23	2
24	1
26	1
27	1
28	3
31	3
32	1
33	1
36	4
38	3
39	1
42	1
45	4
46	5
47	3
48	1
49	1
52	2
53	1
54	1
57	1
60	7
61	3
62	3
64	3
65	1
66	1
67	1
68	7
69	1
70	2
74	1
75	1
77	1
78	1
79	1
80	3
81	2
82	1
83	1
84	3
85	2
86	2
90	1
92	1
94	4
96	1
97	5
99	1
103	3
104	2
107	1
109	1
110	2
111	2
112	2
113	5
114	1
116	2
117	1
120	4
121	4
122	1
124	1
126	1
127	4
129	3
130	2
97	1
124	1
62	1
2	1
3	1
4	1
5	1
8	1
14	1
18	1
20	2
21	1
22	2
24	1
26	4
27	1
28	3
36	1
38	2
42	2
45	1
46	1
49	1
50	1
58	1
61	1
63	1
68	1
73	1
74	1
75	1
80	9
81	2
85	1
94	1
95	1
97	1
103	1
113	3
115	1
116	1
2	2
3	2
4	2
6	2
7	1
8	4
11	1
12	2
14	4
17	2
18	8
19	1
20	2
21	3
24	2
26	2
27	3
28	4
30	1
31	1
33	1
34	1
35	1
36	2
37	1
38	5
40	1
44	2
45	2
47	1
48	1
49	1
50	1
52	1
